product_id,product_name,category,order_day,forecast_units,safety_stock_buffer,beginning_stock,recommended_order_quantity,unit_cost,estimated_order_cost,shelf_life_days,spoilage_risk
PROD_056,Electrolyte Energy Drink 500ml,Beverage,Friday,206.3,76,84,200,1.1,220.0,120,False
PROD_057,Sparkling Apple Cider 750ml,Beverage,Monday,78.1,29,43,70,2.1,147.0,150,False
PROD_057,Sparkling Apple Cider 750ml,Beverage,Tuesday,74.0,27,34,70,2.1,147.0,150,False
PROD_057,Sparkling Apple Cider 750ml,Beverage,Wednesday,78.1,29,30,80,2.1,168.0,150,False
PROD_057,Sparkling Apple Cider 750ml,Beverage,Thursday,90.4,33,32,100,2.1,210.0,150,False
PROD_057,Sparkling Apple Cider 750ml,Beverage,Friday,111.0,41,42,110,2.1,231.0,150,False
PROD_058,Oat Milk Barista Edition 1L,Beverage,Monday,275.0,102,108,270,1.4,378.0,90,False
PROD_058,Oat Milk Barista Edition 1L,Beverage,Tuesday,260.6,97,103,270,1.4,378.0,90,False
PROD_058,Oat Milk Barista Edition 1L,Beverage,Wednesday,275.0,102,112,270,1.4,378.0,90,False
PROD_058,Oat Milk Barista Edition 1L,Beverage,Thursday,318.5,118,107,360,1.4,504.0,90,False
PROD_058,Oat Milk Barista Edition 1L,Beverage,Friday,390.8,145,148,405,1.4,567.0,90,False
PROD_059,Zero Sugar Cola 1.5L,Beverage,Monday,286.0,106,79,315,0.9,283.5,180,False
PROD_059,Zero Sugar Cola 1.5L,Beverage,Tuesday,271.0,100,108,270,0.9,243.0,180,False
PROD_059,Zero Sugar Cola 1.5L,Beverage,Wednesday,286.0,106,107,315,0.9,283.5,180,False
PROD_059,Zero Sugar Cola 1.5L,Beverage,Thursday,331.2,123,136,360,0.9,324.0,180,False
PROD_059,Zero Sugar Cola 1.5L,Beverage,Friday,406.5,151,164,405,0.9,364.5,180,False
PROD_060,Green Tea with Honey 500ml,Beverage,Monday,108.2,40,32,120,1.0,120.0,120,False
PROD_060,Green Tea with Honey 500ml,Beverage,Tuesday,102.5,38,43,105,1.0,105.0,120,False
PROD_060,Green Tea with Honey 500ml,Beverage,Wednesday,108.2,40,46,105,1.0,105.0,120,False
PROD_060,Green Tea with Honey 500ml,Beverage,Thursday,125.3,46,43,135,1.0,135.0,120,False
PROD_060,Green Tea with Honey 500ml,Beverage,Friday,153.8,57,52,165,1.0,165.0,120,False
PROD_061,Natural Coconut Water 1L,Beverage,Monday,114.9,42,35,140,1.75,245.0,90,False
PROD_061,Natural Coconut Water 1L,Beverage,Tuesday,108.9,40,60,100,1.75,175.0,90,False
PROD_061,Natural Coconut Water 1L,Beverage,Wednesday,114.9,42,51,120,1.75,210.0,90,False
PROD_061,Natural Coconut Water 1L,Beverage,Thursday,133.1,49,56,140,1.75,245.0,90,False
PROD_061,Natural Coconut Water 1L,Beverage,Friday,163.4,60,63,180,1.75,315.0,90,False
PROD_062,Iced Matcha Latte 330ml,Beverage,Monday,81.2,30,29,90,2.0,180.0,21,False
PROD_062,Iced Matcha Latte 330ml,Beverage,Tuesday,77.0,28,37,75,2.0,150.0,21,False
PROD_062,Iced Matcha Latte 330ml,Beverage,Wednesday,81.2,30,35,90,2.0,180.0,21,False
PROD_062,Iced Matcha Latte 330ml,Beverage,Thursday,94.1,35,44,90,2.0,180.0,21,False
PROD_062,Iced Matcha Latte 330ml,Beverage,Friday,115.4,43,40,120,2.0,240.0,21,False
PROD_063,Classic Lemonade 1.5L,Beverage,Monday,186.0,69,124,150,1.2,180.0,60,False
PROD_063,Classic Lemonade 1.5L,Beverage,Tuesday,176.2,65,88,180,1.2,216.0,60,False
PROD_063,Classic Lemonade 1.5L,Beverage,Wednesday,186.0,69,91,180,1.2,216.0,60,False
PROD_063,Classic Lemonade 1.5L,Beverage,Thursday,215.4,80,85,210,1.2,252.0,60,False
PROD_063,Classic Lemonade 1.5L,Beverage,Friday,264.3,98,80,300,1.2,360.0,60,False
PROD_064,Still Spring Water 500ml (12-pack),Beverage,Monday,401.5,149,309,260,2.3,598.0,365,False
PROD_064,Still Spring Water 500ml (12-pack),Beverage,Tuesday,380.3,141,167,390,2.3,897.0,365,False
PROD_064,Still Spring Water 500ml (12-pack),Beverage,Wednesday,401.5,149,177,390,2.3,897.0,365,False
PROD_064,Still Spring Water 500ml (12-pack),Beverage,Thursday,464.9,173,165,520,2.3,1196.0,365,False
PROD_064,Still Spring Water 500ml (12-pack),Beverage,Friday,570.5,212,220,585,2.3,1345.5,365,False
PROD_065,Craft Ginger Beer 330ml (4-pack),Beverage,Monday,91.8,34,32,105,3.1,325.5,120,False
PROD_065,Craft Ginger Beer 330ml (4-pack),Beverage,Tuesday,86.9,32,45,75,3.1,232.5,120,False
PROD_065,Craft Ginger Beer 330ml (4-pack),Beverage,Wednesday,91.8,34,33,105,3.1,325.5,120,False
PROD_065,Craft Ginger Beer 330ml (4-pack),Beverage,Thursday,106.3,39,46,105,3.1,325.5,120,False
PROD_065,Craft Ginger Beer 330ml (4-pack),Beverage,Friday,130.4,48,45,135,3.1,418.5,120,False
PROD_066,Pomegranate Antioxidant Juice 750ml,Beverage,Monday,71.5,26,22,80,2.65,212.0,30,False
PROD_066,Pomegranate Antioxidant Juice 750ml,Beverage,Tuesday,67.8,25,30,70,2.65,185.5,30,False
PROD_066,Pomegranate Antioxidant Juice 750ml,Beverage,Wednesday,71.5,26,32,70,2.65,185.5,30,False
PROD_066,Pomegranate Antioxidant Juice 750ml,Beverage,Thursday,82.8,30,31,90,2.65,238.5,30,False
PROD_066,Pomegranate Antioxidant Juice 750ml,Beverage,Friday,101.7,37,38,110,2.65,291.5,30,False
PROD_067,Protein Shake Vanilla 330ml,Beverage,Monday,99.8,37,36,105,1.8,189.0,60,False
PROD_067,Protein Shake Vanilla 330ml,Beverage,Tuesday,94.5,35,41,90,1.8,162.0,60,False
PROD_067,Protein Shake Vanilla 330ml,Beverage,Wednesday,99.8,37,36,105,1.8,189.0,60,False
PROD_067,Protein Shake Vanilla 330ml,Beverage,Thursday,115.5,43,41,120,1.8,216.0,60,False
PROD_067,Protein Shake Vanilla 330ml,Beverage,Friday,141.8,52,46,150,1.8,270.0,60,False
PROD_068,Peach Iced Tea 1L,Beverage,Monday,124.2,46,41,140,1.05,147.0,90,False
PROD_068,Peach Iced Tea 1L,Beverage,Tuesday,117.6,43,56,120,1.05,126.0,90,False
PROD_068,Peach Iced Tea 1L,Beverage,Wednesday,124.2,46,59,120,1.05,126.0,90,False
PROD_068,Peach Iced Tea 1L,Beverage,Thursday,143.8,53,55,160,1.05,168.0,90,False
PROD_068,Peach Iced Tea 1L,Beverage,Friday,176.4,65,71,180,1.05,189.0,90,False
PROD_069,Vitamin Water Dragonfruit 500ml,Beverage,Monday,104.9,39,54,90,1.15,103.5,120,False
PROD_069,Vitamin Water Dragonfruit 500ml,Beverage,Tuesday,99.4,36,39,105,1.15,120.75,120,False
PROD_069,Vitamin Water Dragonfruit 500ml,Beverage,Wednesday,104.9,39,44,105,1.15,120.75,120,False
PROD_069,Vitamin Water Dragonfruit 500ml,Beverage,Thursday,121.4,45,44,135,1.15,155.25,120,False
PROD_069,Vitamin Water Dragonfruit 500ml,Beverage,Friday,149.0,55,58,150,1.15,172.5,120,False
PROD_070,Cold-Pressed Green Detox Juice 500ml,Beverage,Monday,108.2,40,46,105,3.2,336.0,5,False
PROD_070,Cold-Pressed Green Detox Juice 500ml,Beverage,Tuesday,102.5,38,42,105,3.2,336.0,5,False
PROD_070,Cold-Pressed Green Detox Juice 500ml,Beverage,Wednesday,108.2,40,45,105,3.2,336.0,5,False
PROD_070,Cold-Pressed Green Detox Juice 500ml,Beverage,Thursday,125.3,46,42,135,3.2,432.0,5,False
PROD_070,Cold-Pressed Green Detox Juice 500ml,Beverage,Friday,153.8,57,51,165,3.2,528.0,5,False
PROD_071,Tonic Water 4-pack,Beverage,Monday,110.6,41,30,135,1.9,256.5,180,False
PROD_071,Tonic Water 4-pack,Beverage,Tuesday,104.8,39,54,90,1.9,171.0,180,False
PROD_071,Tonic Water 4-pack,Beverage,Wednesday,110.6,41,39,120,1.9,228.0,180,False
PROD_071,Tonic Water 4-pack,Beverage,Thursday,128.0,47,49,135,1.9,256.5,180,False
PROD_071,Tonic Water 4-pack,Beverage,Friday,157.1,58,56,165,1.9,313.5,180,False
PROD_072,Soy Milk Organic Unsweetened 1L,Beverage,Monday,105.2,39,29,120,1.15,138.0,90,False
PROD_072,Soy Milk Organic Unsweetened 1L,Beverage,Tuesday,99.6,36,43,105,1.15,120.75,90,False
PROD_072,Soy Milk Organic Unsweetened 1L,Beverage,Wednesday,105.2,39,49,105,1.15,120.75,90,False
PROD_072,Soy Milk Organic Unsweetened 1L,Beverage,Thursday,121.8,45,49,120,1.15,138.0,90,False
PROD_072,Soy Milk Organic Unsweetened 1L,Beverage,Friday,149.4,55,47,165,1.15,189.75,90,False
PROD_073,Flavored Sparkling Lime 1L,Beverage,Monday,148.8,55,47,175,0.7,122.5,180,False
PROD_073,Flavored Sparkling Lime 1L,Beverage,Tuesday,140.9,52,73,125,0.7,87.5,180,False
PROD_073,Flavored Sparkling Lime 1L,Beverage,Wednesday,148.8,55,57,150,0.7,105.0,180,False
PROD_073,Flavored Sparkling Lime 1L,Beverage,Thursday,172.3,64,58,200,0.7,140.0,180,False
PROD_073,Flavored Sparkling Lime 1L,Beverage,Friday,211.4,78,86,225,0.7,157.5,180,False
PROD_074,Espresso Double Shot Can 250ml,Beverage,Monday,83.0,30,28,90,1.3,117.0,90,False
PROD_074,Espresso Double Shot Can 250ml,Beverage,Tuesday,78.7,29,35,75,1.3,97.5,90,False
PROD_074,Espresso Double Shot Can 250ml,Beverage,Wednesday,83.0,30,31,90,1.3,117.0,90,False
PROD_074,Espresso Double Shot Can 250ml,Beverage,Thursday,96.1,35,38,105,1.3,136.5,90,False
PROD_074,Espresso Double Shot Can 250ml,Beverage,Friday,118.0,43,47,120,1.3,156.0,90,False
PROD_075,Grapefruit Soda 1L,Beverage,Monday,89.7,33,33,90,0.95,85.5,150,False
PROD_075,Grapefruit Soda 1L,Beverage,Tuesday,85.0,31,33,90,0.95,85.5,150,False
PROD_075,Grapefruit Soda 1L,Beverage,Wednesday,89.7,33,38,90,0.95,85.5,150,False
PROD_075,Grapefruit Soda 1L,Beverage,Thursday,103.8,38,38,105,0.95,99.75,150,False
PROD_075,Grapefruit Soda 1L,Beverage,Friday,127.4,47,39,135,0.95,128.25,150,False
PROD_076,Turmeric Wellness Shot 60ml,Beverage,Monday,98.0,36,65,75,1.4,105.0,20,False
PROD_076,Turmeric Wellness Shot 60ml,Beverage,Tuesday,92.9,34,42,90,1.4,126.0,20,False
PROD_076,Turmeric Wellness Shot 60ml,Beverage,Wednesday,98.0,36,39,105,1.4,147.0,20,False
PROD_076,Turmeric Wellness Shot 60ml,Beverage,Thursday,113.5,42,46,120,1.4,168.0,20,False
PROD_076,Turmeric Wellness Shot 60ml,Beverage,Friday,139.3,51,52,150,1.4,210.0,20,False
PROD_077,Organic Tart Cherry Juice 1L,Beverage,Monday,70.2,26,35,70,3.6,252.0,45,False
PROD_077,Organic Tart Cherry Juice 1L,Beverage,Tuesday,66.5,24,34,60,3.6,216.0,45,False
PROD_077,Organic Tart Cherry Juice 1L,Beverage,Wednesday,70.2,26,28,70,3.6,252.0,45,False
PROD_077,Organic Tart Cherry Juice 1L,Beverage,Thursday,81.3,30,28,90,3.6,324.0,45,False
PROD_077,Organic Tart Cherry Juice 1L,Beverage,Friday,99.8,37,36,110,3.6,396.0,45,False
PROD_078,Nitro Cold Brew Vanilla 330ml,Beverage,Monday,74.1,27,23,80,2.1,168.0,30,False
PROD_078,Nitro Cold Brew Vanilla 330ml,Beverage,Tuesday,70.2,26,28,70,2.1,147.0,30,False
PROD_078,Nitro Cold Brew Vanilla 330ml,Beverage,Wednesday,74.1,27,28,80,2.1,168.0,30,False
PROD_078,Nitro Cold Brew Vanilla 330ml,Beverage,Thursday,85.8,31,34,90,2.1,189.0,30,False
PROD_078,Nitro Cold Brew Vanilla 330ml,Beverage,Friday,105.3,39,38,110,2.1,231.0,30,False
PROD_079,Club Soda 6-pack cans,Beverage,Monday,156.2,58,39,200,1.5,300.0,180,False
PROD_079,Club Soda 6-pack cans,Beverage,Tuesday,148.0,55,82,125,1.5,187.5,180,False
PROD_079,Club Soda 6-pack cans,Beverage,Wednesday,156.2,58,59,175,1.5,262.5,180,False
PROD_079,Club Soda 6-pack cans,Beverage,Thursday,180.8,67,78,175,1.5,262.5,180,False
PROD_079,Club Soda 6-pack cans,Beverage,Friday,221.9,82,72,250,1.5,375.0,180,False
PROD_080,Kombucha Passionfruit 400ml,Beverage,Monday,82.0,30,30,90,1.9,171.0,45,False
PROD_080,Kombucha Passionfruit 400ml,Beverage,Tuesday,77.7,28,38,75,1.9,142.5,45,False
PROD_080,Kombucha Passionfruit 400ml,Beverage,Wednesday,82.0,30,35,90,1.9,171.0,45,False
PROD_080,Kombucha Passionfruit 400ml,Beverage,Thursday,94.9,35,43,90,1.9,171.0,45,False
PROD_080,Kombucha Passionfruit 400ml,Beverage,Friday,116.5,43,38,135,1.9,256.5,45,False
PROD_081,Diet Lemon Lime Soda 2L,Beverage,Monday,179.3,66,70,180,0.95,171.0,180,False
PROD_081,Diet Lemon Lime Soda 2L,Beverage,Tuesday,169.8,63,70,180,0.95,171.0,180,False
PROD_081,Diet Lemon Lime Soda 2L,Beverage,Wednesday,179.3,66,80,180,0.95,171.0,180,False
PROD_081,Diet Lemon Lime Soda 2L,Beverage,Thursday,207.6,77,81,210,0.95,199.5,180,False
PROD_081,Diet Lemon Lime Soda 2L,Beverage,Friday,254.7,94,83,270,0.95,256.5,180,False
PROD_082,Chai Tea Latte Concentrated 1L,Beverage,Monday,76.6,28,37,70,2.3,161.0,60,False
PROD_082,Chai Tea Latte Concentrated 1L,Beverage,Tuesday,72.5,26,30,70,2.3,161.0,60,False
PROD_082,Chai Tea Latte Concentrated 1L,Beverage,Wednesday,76.6,28,27,80,2.3,184.0,60,False
PROD_082,Chai Tea Latte Concentrated 1L,Beverage,Thursday,88.7,33,31,100,2.3,230.0,60,False
PROD_082,Chai Tea Latte Concentrated 1L,Beverage,Friday,108.8,40,42,110,2.3,253.0,60,False
PROD_083,Cold-Pressed Beet & Carrot Juice 500ml,Beverage,Monday,66.1,24,21,70,3.1,217.0,6,False
PROD_083,Cold-Pressed Beet & Carrot Juice 500ml,Beverage,Tuesday,62.6,23,24,70,3.1,217.0,6,False
PROD_083,Cold-Pressed Beet & Carrot Juice 500ml,Beverage,Wednesday,66.1,24,32,60,3.1,186.0,6,False
PROD_083,Cold-Pressed Beet & Carrot Juice 500ml,Beverage,Thursday,76.6,28,26,80,3.1,248.0,6,False
PROD_083,Cold-Pressed Beet & Carrot Juice 500ml,Beverage,Friday,94.0,34,29,100,3.1,310.0,6,False
PROD_084,Sparkling Grapefruit Water 8-pack,Beverage,Monday,152.5,56,50,175,2.3,402.5,180,False
PROD_084,Sparkling Grapefruit Water 8-pack,Beverage,Tuesday,144.5,53,72,125,2.3,287.5,180,False
PROD_084,Sparkling Grapefruit Water 8-pack,Beverage,Wednesday,152.5,56,53,175,2.3,402.5,180,False
PROD_084,Sparkling Grapefruit Water 8-pack,Beverage,Thursday,176.6,65,75,175,2.3,402.5,180,False
PROD_084,Sparkling Grapefruit Water 8-pack,Beverage,Friday,216.7,80,73,225,2.3,517.5,180,False
PROD_085,Hazelnut Iced Coffee 330ml,Beverage,Monday,74.8,27,22,80,1.6,128.0,30,False
PROD_085,Hazelnut Iced Coffee 330ml,Beverage,Tuesday,70.8,26,27,70,1.6,112.0,30,False
PROD_085,Hazelnut Iced Coffee 330ml,Beverage,Wednesday,74.8,27,26,80,1.6,128.0,30,False
PROD_085,Hazelnut Iced Coffee 330ml,Beverage,Thursday,86.6,32,31,90,1.6,144.0,30,False
PROD_085,Hazelnut Iced Coffee 330ml,Beverage,Friday,106.2,39,35,120,1.6,192.0,30,False
PROD_086,Wild Berry Protein Smoothie 330ml,Beverage,Monday,81.7,30,15,105,2.15,225.75,14,False
PROD_086,Wild Berry Protein Smoothie 330ml,Beverage,Tuesday,77.4,28,38,75,2.15,161.25,14,False
PROD_086,Wild Berry Protein Smoothie 330ml,Beverage,Wednesday,81.7,30,35,90,2.15,193.5,14,False
PROD_086,Wild Berry Protein Smoothie 330ml,Beverage,Thursday,94.6,35,44,90,2.15,193.5,14,False
PROD_086,Wild Berry Protein Smoothie 330ml,Beverage,Friday,116.1,43,39,120,2.15,258.0,14,False
PROD_087,Organic Coconut Milk Beverage 1L,Beverage,Monday,80.5,30,31,90,1.35,121.5,90,False
PROD_087,Organic Coconut Milk Beverage 1L,Beverage,Tuesday,76.2,28,40,75,1.35,101.25,90,False
PROD_087,Organic Coconut Milk Beverage 1L,Beverage,Wednesday,80.5,30,39,75,1.35,101.25,90,False
PROD_087,Organic Coconut Milk Beverage 1L,Beverage,Thursday,93.2,34,33,105,1.35,141.75,90,False
PROD_087,Organic Coconut Milk Beverage 1L,Beverage,Friday,114.3,42,45,120,1.35,162.0,90,False
PROD_088,Root Beer Craft 4-pack,Beverage,Monday,78.0,29,53,60,2.8,168.0,180,False
PROD_088,Root Beer Craft 4-pack,Beverage,Tuesday,73.9,27,35,70,2.8,196.0,180,False
PROD_088,Root Beer Craft 4-pack,Beverage,Wednesday,78.0,29,31,80,2.8,224.0,180,False
PROD_088,Root Beer Craft 4-pack,Beverage,Thursday,90.3,33,33,100,2.8,280.0,180,False
PROD_088,Root Beer Craft 4-pack,Beverage,Friday,110.8,41,42,110,2.8,308.0,180,False
PROD_089,Hibiscus Herbal Tea 500ml,Beverage,Monday,102.0,37,61,90,1.1,99.0,90,False
PROD_089,Hibiscus Herbal Tea 500ml,Beverage,Tuesday,96.7,36,49,90,1.1,99.0,90,False
PROD_089,Hibiscus Herbal Tea 500ml,Beverage,Wednesday,102.0,37,42,105,1.1,115.5,90,False
PROD_089,Hibiscus Herbal Tea 500ml,Beverage,Thursday,118.1,43,45,120,1.1,132.0,90,False
PROD_089,Hibiscus Herbal Tea 500ml,Beverage,Friday,145.0,53,47,165,1.1,181.5,90,False
PROD_090,Cold-Pressed Pineapple Mint 500ml,Beverage,Monday,81.2,30,16,105,3.0,315.0,6,False
PROD_090,Cold-Pressed Pineapple Mint 500ml,Beverage,Tuesday,77.0,28,39,75,3.0,225.0,6,False
PROD_090,Cold-Pressed Pineapple Mint 500ml,Beverage,Wednesday,81.2,30,37,75,3.0,225.0,6,False
PROD_090,Cold-Pressed Pineapple Mint 500ml,Beverage,Thursday,94.1,35,31,105,3.0,315.0,6,False
PROD_090,Cold-Pressed Pineapple Mint 500ml,Beverage,Friday,115.4,43,42,120,3.0,360.0,6,False
PROD_091,Sugar-Free Energy Drink 4-pack,Beverage,Monday,124.5,46,34,140,4.2,588.0,120,False
PROD_091,Sugar-Free Energy Drink 4-pack,Beverage,Tuesday,118.0,43,49,120,4.2,504.0,120,False
PROD_091,Sugar-Free Energy Drink 4-pack,Beverage,Wednesday,124.5,46,51,120,4.2,504.0,120,False
PROD_091,Sugar-Free Energy Drink 4-pack,Beverage,Thursday,144.2,53,47,160,4.2,672.0,120,False
PROD_091,Sugar-Free Energy Drink 4-pack,Beverage,Friday,177.0,65,62,180,4.2,756.0,120,False
PROD_092,Alkaline Water 1L pH 9.5,Beverage,Monday,93.9,34,40,90,0.95,85.5,365,False
PROD_092,Alkaline Water 1L pH 9.5,Beverage,Tuesday,88.9,33,36,90,0.95,85.5,365,False
PROD_092,Alkaline Water 1L pH 9.5,Beverage,Wednesday,93.9,34,37,105,0.95,99.75,365,False
PROD_092,Alkaline Water 1L pH 9.5,Beverage,Thursday,108.7,40,48,105,0.95,99.75,365,False
PROD_092,Alkaline Water 1L pH 9.5,Beverage,Friday,133.4,49,44,150,0.95,142.5,365,False
PROD_093,Creamy Caramel Cold Brew 330ml,Beverage,Monday,86.5,32,35,90,1.7,153.0,30,False
PROD_093,Creamy Caramel Cold Brew 330ml,Beverage,Tuesday,81.9,30,38,75,1.7,127.5,30,False
PROD_093,Creamy Caramel Cold Brew 330ml,Beverage,Wednesday,86.5,32,31,90,1.7,153.0,30,False
PROD_093,Creamy Caramel Cold Brew 330ml,Beverage,Thursday,100.1,37,35,105,1.7,178.5,30,False
PROD_093,Creamy Caramel Cold Brew 330ml,Beverage,Friday,122.9,45,40,135,1.7,229.5,30,False
PROD_094,Organic Lemon Ginger Tea 1L,Beverage,Monday,63.6,23,25,70,1.4,98.0,90,False
PROD_094,Organic Lemon Ginger Tea 1L,Beverage,Tuesday,60.3,22,31,60,1.4,84.0,90,False
PROD_094,Organic Lemon Ginger Tea 1L,Beverage,Wednesday,63.6,23,31,60,1.4,84.0,90,False
PROD_094,Organic Lemon Ginger Tea 1L,Beverage,Thursday,73.7,27,27,80,1.4,112.0,90,False
PROD_094,Organic Lemon Ginger Tea 1L,Beverage,Friday,90.5,33,33,90,1.4,126.0,90,False
PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Monday,86.7,32,65,60,1.6,96.0,60,False
PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Tuesday,82.2,30,38,75,1.6,120.0,60,False
PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Wednesday,86.7,32,31,90,1.6,144.0,60,False
PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Thursday,100.4,37,34,105,1.6,168.0,60,False
PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Friday,123.3,45,38,135,1.6,216.0,60,False
PROD_096,Prebiotic Berry Soda 355ml,Beverage,Monday,95.3,35,31,105,1.45,152.25,90,False
PROD_096,Prebiotic Berry Soda 355ml,Beverage,Tuesday,90.3,33,40,90,1.45,130.5,90,False
PROD_096,Prebiotic Berry Soda 355ml,Beverage,Wednesday,95.3,35,40,90,1.45,130.5,90,False
PROD_096,Prebiotic Berry Soda 355ml,Beverage,Thursday,110.3,40,35,120,1.45,174.0,90,False
PROD_096,Prebiotic Berry Soda 355ml,Beverage,Friday,135.4,50,44,150,1.45,217.5,90,False
PROD_097,Elderberry Immune Boost Shot 60ml,Beverage,Monday,61.6,23,20,70,1.5,105.0,30,False
PROD_097,Elderberry Immune Boost Shot 60ml,Beverage,Tuesday,58.3,21,28,60,1.5,90.0,30,False
PROD_097,Elderberry Immune Boost Shot 60ml,Beverage,Wednesday,61.6,23,30,60,1.5,90.0,30,False
PROD_097,Elderberry Immune Boost Shot 60ml,Beverage,Thursday,71.3,26,28,70,1.5,105.0,30,False
PROD_097,Elderberry Immune Boost Shot 60ml,Beverage,Friday,87.5,32,27,100,1.5,150.0,30,False
PROD_098,Cascara Coffee Berry Tea 330ml,Beverage,Monday,42.5,15,11,50,1.7,85.0,60,False
PROD_098,Cascara Coffee Berry Tea 330ml,Beverage,Tuesday,40.2,14,18,40,1.7,68.0,60,False
PROD_098,Cascara Coffee Berry Tea 330ml,Beverage,Wednesday,42.5,15,18,40,1.7,68.0,60,False
PROD_098,Cascara Coffee Berry Tea 330ml,Beverage,Thursday,49.2,18,15,55,1.7,93.5,60,False
PROD_098,Cascara Coffee Berry Tea 330ml,Beverage,Friday,60.3,22,21,65,1.7,110.5,60,False
PROD_099,Sparkling Blood Orange 1L,Beverage,Monday,102.9,38,38,105,0.85,89.25,150,False
PROD_099,Sparkling Blood Orange 1L,Beverage,Tuesday,97.5,36,40,105,0.85,89.25,150,False
PROD_099,Sparkling Blood Orange 1L,Beverage,Wednesday,102.9,38,47,105,0.85,89.25,150,False
PROD_099,Sparkling Blood Orange 1L,Beverage,Thursday,119.1,44,49,120,0.85,102.0,150,False
PROD_099,Sparkling Blood Orange 1L,Beverage,Friday,146.2,54,50,150,0.85,127.5,150,False
PROD_100,Pure Maple Water 500ml,Beverage,Monday,41.8,15,19,40,2.0,80.0,90,False
PROD_100,Pure Maple Water 500ml,Beverage,Tuesday,39.6,14,17,40,2.0,80.0,90,False
PROD_100,Pure Maple Water 500ml,Beverage,Wednesday,41.8,15,17,40,2.0,80.0,90,False
PROD_100,Pure Maple Water 500ml,Beverage,Thursday,48.4,17,15,50,2.0,100.0,90,False
PROD_100,Pure Maple Water 500ml,Beverage,Friday,59.4,22,17,65,2.0,130.0,90,False
PROD_101,maggi,Food,Monday,141.6,27,60,120,1.8,216.0,5,False
PROD_101,maggi,Food,Tuesday,110.4,21,38,105,1.8,189.0,5,False
PROD_101,maggi,Food,Wednesday,108.0,21,33,105,1.8,189.0,5,False
PROD_101,maggi,Food,Thursday,126.0,24,30,120,1.8,216.0,5,False
PROD_101,maggi,Food,Friday,150.0,29,24,165,1.8,297.0,5,False
