date,day_index,product_id,product_name,category,subcategory,day_of_week,demand,pre_orders,store_open_tomorrow,store_open_day_after,holiday_tomorrow,holiday_day_after,is_promo,unit_price,unit_cost,weather_temp,weather_rain,shelf_life_days,lead_time_days,moq
2026-07-02,153,PROD_021,Fresh Mushrooms (300g),Food,Produce,3,108,22,1,1,0,0,0,2.79,1.35,16.0,1,4,1,12
2026-07-03,154,PROD_021,Fresh Mushrooms (300g),Food,Produce,4,122,25,1,1,0,0,0,2.79,1.35,15.2,0,4,1,12
2026-07-06,155,PROD_021,Fresh Mushrooms (300g),Food,Produce,0,125,26,1,1,0,0,0,2.79,1.35,20.4,0,4,1,12
2026-07-07,156,PROD_021,Fresh Mushrooms (300g),Food,Produce,1,67,19,1,1,0,0,0,2.79,1.35,14.6,0,4,1,12
2026-07-08,157,PROD_021,Fresh Mushrooms (300g),Food,Produce,2,70,20,1,1,0,0,0,2.79,1.35,15.2,0,4,1,12
2026-07-09,158,PROD_021,Fresh Mushrooms (300g),Food,Produce,3,79,19,1,1,0,0,0,2.79,1.35,17.2,0,4,1,12
2026-07-10,159,PROD_021,Fresh Mushrooms (300g),Food,Produce,4,175,45,1,1,0,0,1,2.23,1.35,16.4,0,4,1,12
2025-12-01,0,PROD_022,Organic Carrots (1kg),Food,Produce,0,143,42,1,1,0,0,0,1.79,0.75,16.0,0,18,2,25
2025-12-02,1,PROD_022,Organic Carrots (1kg),Food,Produce,1,103,23,1,1,0,0,0,1.79,0.75,15.6,0,18,2,25
2025-12-03,2,PROD_022,Organic Carrots (1kg),Food,Produce,2,127,31,1,1,0,0,0,1.79,0.75,15.3,1,18,2,25
2025-12-04,3,PROD_022,Organic Carrots (1kg),Food,Produce,3,114,33,1,1,0,0,0,1.79,0.75,18.2,0,18,2,25
2025-12-05,4,PROD_022,Organic Carrots (1kg),Food,Produce,4,158,41,1,1,0,0,0,1.79,0.75,16.1,0,18,2,25
2025-12-08,5,PROD_022,Organic Carrots (1kg),Food,Produce,0,149,36,1,1,0,0,0,1.79,0.75,19.5,0,18,2,25
2025-12-09,6,PROD_022,Organic Carrots (1kg),Food,Produce,1,132,34,1,1,0,0,0,1.79,0.75,15.1,1,18,2,25
2025-12-10,7,PROD_022,Organic Carrots (1kg),Food,Produce,2,115,29,1,1,0,0,0,1.79,0.75,18.0,1,18,2,25
2025-12-11,8,PROD_022,Organic Carrots (1kg),Food,Produce,3,114,28,1,1,0,0,0,1.79,0.75,21.1,0,18,2,25
2025-12-12,9,PROD_022,Organic Carrots (1kg),Food,Produce,4,130,38,1,1,0,0,0,1.79,0.75,22.3,0,18,2,25
2025-12-15,10,PROD_022,Organic Carrots (1kg),Food,Produce,0,155,42,1,1,0,0,0,1.79,0.75,18.9,0,18,2,25
2025-12-16,11,PROD_022,Organic Carrots (1kg),Food,Produce,1,114,34,1,1,0,0,0,1.79,0.75,20.7,0,18,2,25
2025-12-17,12,PROD_022,Organic Carrots (1kg),Food,Produce,2,143,38,1,1,0,0,1,1.43,0.75,21.7,0,18,2,25
2025-12-18,13,PROD_022,Organic Carrots (1kg),Food,Produce,3,163,36,1,1,0,0,1,1.43,0.75,22.1,0,18,2,25
2025-12-19,14,PROD_022,Organic Carrots (1kg),Food,Produce,4,251,62,1,1,0,0,1,1.43,0.75,17.5,0,18,2,25
2025-12-22,15,PROD_022,Organic Carrots (1kg),Food,Produce,0,167,34,1,1,0,0,1,1.43,0.75,19.4,0,18,2,25
2025-12-23,16,PROD_022,Organic Carrots (1kg),Food,Produce,1,112,23,1,1,0,1,0,1.79,0.75,22.1,0,18,2,25
2025-12-24,17,PROD_022,Organic Carrots (1kg),Food,Produce,2,151,33,1,0,1,1,0,1.79,0.75,21.7,1,18,2,25
2025-12-25,18,PROD_022,Organic Carrots (1kg),Food,Produce,3,291,79,0,1,1,0,0,1.79,0.75,22.3,0,18,2,25
2025-12-26,19,PROD_022,Organic Carrots (1kg),Food,Produce,4,0,0,1,1,0,0,0,1.79,0.75,22.1,0,18,2,25
2025-12-29,20,PROD_022,Organic Carrots (1kg),Food,Produce,0,210,61,1,1,0,0,0,1.79,0.75,21.7,1,18,2,25
2025-12-30,21,PROD_022,Organic Carrots (1kg),Food,Produce,1,120,34,1,1,0,0,0,1.79,0.75,25.3,0,18,2,25
2025-12-31,22,PROD_022,Organic Carrots (1kg),Food,Produce,2,108,25,1,1,0,0,0,1.79,0.75,20.6,0,18,2,25
2026-01-01,23,PROD_022,Organic Carrots (1kg),Food,Produce,3,135,34,1,1,0,0,0,1.79,0.75,23.9,0,18,2,25
2026-01-02,24,PROD_022,Organic Carrots (1kg),Food,Produce,4,137,34,1,1,0,0,0,1.79,0.75,23.7,1,18,2,25
2026-01-05,25,PROD_022,Organic Carrots (1kg),Food,Produce,0,147,40,1,1,0,0,0,1.79,0.75,24.1,0,18,2,25
2026-01-06,26,PROD_022,Organic Carrots (1kg),Food,Produce,1,113,26,1,1,0,0,0,1.79,0.75,24.3,0,18,2,25
2026-01-07,27,PROD_022,Organic Carrots (1kg),Food,Produce,2,133,31,1,1,0,0,0,1.79,0.75,22.8,1,18,2,25
2026-01-08,28,PROD_022,Organic Carrots (1kg),Food,Produce,3,109,27,1,1,0,0,0,1.79,0.75,24.1,0,18,2,25
2026-01-09,29,PROD_022,Organic Carrots (1kg),Food,Produce,4,146,39,1,1,0,0,0,1.79,0.75,23.6,0,18,2,25
2026-01-12,30,PROD_022,Organic Carrots (1kg),Food,Produce,0,214,49,1,1,0,0,1,1.43,0.75,22.5,0,18,2,25
2026-01-13,31,PROD_022,Organic Carrots (1kg),Food,Produce,1,180,40,1,1,0,0,1,1.43,0.75,23.9,1,18,2,25
2026-01-14,32,PROD_022,Organic Carrots (1kg),Food,Produce,2,165,46,1,1,0,0,1,1.43,0.75,25.6,1,18,2,25
2026-01-15,33,PROD_022,Organic Carrots (1kg),Food,Produce,3,167,40,1,1,0,0,1,1.43,0.75,25.5,0,18,2,25
2026-01-16,34,PROD_022,Organic Carrots (1kg),Food,Produce,4,143,38,1,1,0,0,0,1.79,0.75,26.2,0,18,2,25
2026-01-19,35,PROD_022,Organic Carrots (1kg),Food,Produce,0,150,32,1,1,0,0,0,1.79,0.75,21.8,0,18,2,25
2026-01-20,36,PROD_022,Organic Carrots (1kg),Food,Produce,1,113,25,1,1,0,0,0,1.79,0.75,23.8,0,18,2,25
2026-01-21,37,PROD_022,Organic Carrots (1kg),Food,Produce,2,95,24,1,1,0,0,0,1.79,0.75,21.7,0,18,2,25
2026-01-22,38,PROD_022,Organic Carrots (1kg),Food,Produce,3,139,38,1,1,0,0,0,1.79,0.75,23.3,0,18,2,25
2026-01-23,39,PROD_022,Organic Carrots (1kg),Food,Produce,4,133,31,1,1,0,0,0,1.79,0.75,23.4,0,18,2,25
2026-01-26,40,PROD_022,Organic Carrots (1kg),Food,Produce,0,135,36,1,1,0,0,0,1.79,0.75,26.4,1,18,2,25
2026-01-27,41,PROD_022,Organic Carrots (1kg),Food,Produce,1,122,25,1,1,0,0,0,1.79,0.75,24.2,0,18,2,25
2026-01-28,42,PROD_022,Organic Carrots (1kg),Food,Produce,2,120,35,1,1,0,0,0,1.79,0.75,23.1,0,18,2,25
2026-01-29,43,PROD_022,Organic Carrots (1kg),Food,Produce,3,139,28,1,1,0,1,0,1.79,0.75,27.0,0,18,2,25
2026-01-30,44,PROD_022,Organic Carrots (1kg),Food,Produce,4,209,54,1,1,1,0,0,1.79,0.75,23.7,0,18,2,25
2026-02-02,45,PROD_022,Organic Carrots (1kg),Food,Produce,0,136,31,1,1,0,0,0,1.79,0.75,19.7,0,18,2,25
2026-02-03,46,PROD_022,Organic Carrots (1kg),Food,Produce,1,101,22,1,1,0,0,0,1.79,0.75,19.7,0,18,2,25
2026-02-04,47,PROD_022,Organic Carrots (1kg),Food,Produce,2,124,30,1,1,0,0,0,1.79,0.75,23.6,1,18,2,25
2026-02-05,48,PROD_022,Organic Carrots (1kg),Food,Produce,3,242,68,1,1,0,0,1,1.43,0.75,24.5,1,18,2,25
2026-02-06,49,PROD_022,Organic Carrots (1kg),Food,Produce,4,193,50,1,1,0,0,1,1.43,0.75,20.5,0,18,2,25
2026-02-09,50,PROD_022,Organic Carrots (1kg),Food,Produce,0,225,63,1,1,0,0,1,1.43,0.75,23.8,0,18,2,25
2026-02-10,51,PROD_022,Organic Carrots (1kg),Food,Produce,1,163,33,1,1,0,0,1,1.43,0.75,21.8,0,18,2,25
2026-02-11,52,PROD_022,Organic Carrots (1kg),Food,Produce,2,134,29,1,1,0,0,0,1.79,0.75,23.6,0,18,2,25
2026-02-12,53,PROD_022,Organic Carrots (1kg),Food,Produce,3,137,37,1,1,0,0,0,1.79,0.75,20.2,0,18,2,25
2026-02-13,54,PROD_022,Organic Carrots (1kg),Food,Produce,4,166,34,1,1,0,0,0,1.79,0.75,24.3,0,18,2,25
2026-02-16,55,PROD_022,Organic Carrots (1kg),Food,Produce,0,127,27,1,1,0,0,0,1.79,0.75,25.1,0,18,2,25
2026-02-17,56,PROD_022,Organic Carrots (1kg),Food,Produce,1,131,36,1,1,0,0,0,1.79,0.75,18.0,0,18,2,25
2026-02-18,57,PROD_022,Organic Carrots (1kg),Food,Produce,2,120,34,1,1,0,0,0,1.79,0.75,21.3,1,18,2,25
2026-02-19,58,PROD_022,Organic Carrots (1kg),Food,Produce,3,132,38,1,1,0,0,0,1.79,0.75,22.0,0,18,2,25
2026-02-20,59,PROD_022,Organic Carrots (1kg),Food,Produce,4,164,39,1,1,0,0,0,1.79,0.75,23.5,0,18,2,25
2026-02-23,60,PROD_022,Organic Carrots (1kg),Food,Produce,0,145,40,1,1,0,0,0,1.79,0.75,18.7,0,18,2,25
2026-02-24,61,PROD_022,Organic Carrots (1kg),Food,Produce,1,122,25,1,1,0,0,0,1.79,0.75,21.8,0,18,2,25
2026-02-25,62,PROD_022,Organic Carrots (1kg),Food,Produce,2,105,27,1,1,0,0,0,1.79,0.75,20.6,0,18,2,25
2026-02-26,63,PROD_022,Organic Carrots (1kg),Food,Produce,3,125,26,1,1,0,0,0,1.79,0.75,22.7,0,18,2,25
2026-02-27,64,PROD_022,Organic Carrots (1kg),Food,Produce,4,173,43,1,1,0,0,0,1.79,0.75,21.7,0,18,2,25
2026-03-02,65,PROD_022,Organic Carrots (1kg),Food,Produce,0,136,28,1,1,0,0,0,1.79,0.75,20.6,0,18,2,25
2026-03-03,66,PROD_022,Organic Carrots (1kg),Food,Produce,1,157,41,1,1,0,0,1,1.43,0.75,20.8,0,18,2,25
2026-03-04,67,PROD_022,Organic Carrots (1kg),Food,Produce,2,175,40,1,1,0,0,1,1.43,0.75,24.3,0,18,2,25
2026-03-05,68,PROD_022,Organic Carrots (1kg),Food,Produce,3,211,47,1,1,0,0,1,1.43,0.75,20.9,0,18,2,25
2026-03-06,69,PROD_022,Organic Carrots (1kg),Food,Produce,4,236,48,1,1,0,0,1,1.43,0.75,15.1,1,18,2,25
2026-03-09,70,PROD_022,Organic Carrots (1kg),Food,Produce,0,138,39,1,1,0,0,0,1.79,0.75,20.9,0,18,2,25
2026-03-10,71,PROD_022,Organic Carrots (1kg),Food,Produce,1,117,25,1,1,0,0,0,1.79,0.75,15.4,0,18,2,25
2026-03-11,72,PROD_022,Organic Carrots (1kg),Food,Produce,2,102,23,1,1,0,0,0,1.79,0.75,16.3,0,18,2,25
2026-03-12,73,PROD_022,Organic Carrots (1kg),Food,Produce,3,113,29,1,1,0,0,0,1.79,0.75,17.4,0,18,2,25
2026-03-13,74,PROD_022,Organic Carrots (1kg),Food,Produce,4,176,45,1,1,0,0,0,1.79,0.75,17.0,1,18,2,25
2026-03-16,75,PROD_022,Organic Carrots (1kg),Food,Produce,0,140,38,1,1,0,0,0,1.79,0.75,21.2,0,18,2,25
2026-03-17,76,PROD_022,Organic Carrots (1kg),Food,Produce,1,134,34,1,1,0,0,0,1.79,0.75,16.5,1,18,2,25
2026-03-18,77,PROD_022,Organic Carrots (1kg),Food,Produce,2,114,27,1,1,0,0,0,1.79,0.75,15.8,1,18,2,25
2026-03-19,78,PROD_022,Organic Carrots (1kg),Food,Produce,3,158,42,1,1,0,0,0,1.79,0.75,18.4,0,18,2,25
2026-03-20,79,PROD_022,Organic Carrots (1kg),Food,Produce,4,158,44,1,1,0,0,0,1.79,0.75,15.2,1,18,2,25
2026-03-23,80,PROD_022,Organic Carrots (1kg),Food,Produce,0,161,47,1,1,0,0,0,1.79,0.75,14.0,0,18,2,25
2026-03-24,81,PROD_022,Organic Carrots (1kg),Food,Produce,1,122,26,1,1,0,0,0,1.79,0.75,17.8,0,18,2,25
2026-03-25,82,PROD_022,Organic Carrots (1kg),Food,Produce,2,128,32,1,1,0,0,0,1.79,0.75,16.3,0,18,2,25
2026-03-26,83,PROD_022,Organic Carrots (1kg),Food,Produce,3,140,32,1,1,0,0,0,1.79,0.75,17.9,0,18,2,25
2026-03-27,84,PROD_022,Organic Carrots (1kg),Food,Produce,4,244,65,1,1,0,0,1,1.43,0.75,13.5,0,18,2,25
2026-03-30,85,PROD_022,Organic Carrots (1kg),Food,Produce,0,205,55,1,1,0,0,1,1.43,0.75,16.3,0,18,2,25
2026-03-31,86,PROD_022,Organic Carrots (1kg),Food,Produce,1,156,44,1,1,0,1,1,1.43,0.75,9.7,0,18,2,25
2026-04-01,87,PROD_022,Organic Carrots (1kg),Food,Produce,2,109,29,1,0,1,1,0,1.79,0.75,11.0,0,18,2,25
2026-04-02,88,PROD_022,Organic Carrots (1kg),Food,Produce,3,260,54,0,1,1,0,0,1.79,0.75,12.3,0,18,2,25
2026-04-03,89,PROD_022,Organic Carrots (1kg),Food,Produce,4,0,0,1,1,0,0,0,1.79,0.75,13.8,0,18,2,25
2026-04-06,90,PROD_022,Organic Carrots (1kg),Food,Produce,0,226,66,1,1,0,0,0,1.79,0.75,11.9,1,18,2,25
2026-04-07,91,PROD_022,Organic Carrots (1kg),Food,Produce,1,134,28,1,1,0,0,0,1.79,0.75,13.2,1,18,2,25
2026-04-08,92,PROD_022,Organic Carrots (1kg),Food,Produce,2,125,28,1,1,0,0,0,1.79,0.75,10.4,0,18,2,25
2026-04-09,93,PROD_022,Organic Carrots (1kg),Food,Produce,3,144,34,1,1,0,0,0,1.79,0.75,12.0,1,18,2,25
2026-04-10,94,PROD_022,Organic Carrots (1kg),Food,Produce,4,154,36,1,1,0,0,0,1.79,0.75,10.1,0,18,2,25
2026-04-13,95,PROD_022,Organic Carrots (1kg),Food,Produce,0,161,32,1,1,0,0,0,1.79,0.75,13.0,0,18,2,25
2026-04-14,96,PROD_022,Organic Carrots (1kg),Food,Produce,1,120,32,1,1,0,0,0,1.79,0.75,9.7,0,18,2,25
2026-04-15,97,PROD_022,Organic Carrots (1kg),Food,Produce,2,108,30,1,1,0,0,0,1.79,0.75,11.7,0,18,2,25
2026-04-16,98,PROD_022,Organic Carrots (1kg),Food,Produce,3,107,24,1,1,0,0,0,1.79,0.75,11.9,0,18,2,25
2026-04-17,99,PROD_022,Organic Carrots (1kg),Food,Produce,4,174,36,1,1,0,0,0,1.79,0.75,11.6,0,18,2,25
2026-04-20,100,PROD_022,Organic Carrots (1kg),Food,Produce,0,160,42,1,1,0,0,0,1.79,0.75,10.5,1,18,2,25
2026-04-21,101,PROD_022,Organic Carrots (1kg),Food,Produce,1,119,29,1,1,0,0,0,1.79,0.75,8.1,0,18,2,25
2026-04-22,102,PROD_022,Organic Carrots (1kg),Food,Produce,2,178,44,1,1,0,0,1,1.43,0.75,10.5,0,18,2,25
2026-04-23,103,PROD_022,Organic Carrots (1kg),Food,Produce,3,182,36,1,1,0,0,1,1.43,0.75,8.0,0,18,2,25
2026-04-24,104,PROD_022,Organic Carrots (1kg),Food,Produce,4,189,38,1,1,0,0,1,1.43,0.75,8.5,0,18,2,25
2026-04-27,105,PROD_022,Organic Carrots (1kg),Food,Produce,0,208,61,1,1,0,0,0,1.79,0.75,11.5,1,18,2,25
2026-04-28,106,PROD_022,Organic Carrots (1kg),Food,Produce,1,108,22,1,1,0,0,0,1.79,0.75,11.5,0,18,2,25
2026-04-29,107,PROD_022,Organic Carrots (1kg),Food,Produce,2,114,25,1,1,0,0,0,1.79,0.75,12.3,0,18,2,25
2026-04-30,108,PROD_022,Organic Carrots (1kg),Food,Produce,3,147,34,1,1,0,0,0,1.79,0.75,10.1,0,18,2,25
2026-05-01,109,PROD_022,Organic Carrots (1kg),Food,Produce,4,164,45,1,1,0,0,0,1.79,0.75,3.9,0,18,2,25
2026-05-04,110,PROD_022,Organic Carrots (1kg),Food,Produce,0,119,32,1,1,0,0,0,1.79,0.75,6.7,0,18,2,25
2026-05-05,111,PROD_022,Organic Carrots (1kg),Food,Produce,1,128,35,1,1,0,0,0,1.79,0.75,8.8,0,18,2,25
2026-05-06,112,PROD_022,Organic Carrots (1kg),Food,Produce,2,129,26,1,1,0,0,0,1.79,0.75,7.1,1,18,2,25
2026-05-07,113,PROD_022,Organic Carrots (1kg),Food,Produce,3,134,31,1,1,0,0,0,1.79,0.75,10.7,0,18,2,25
2026-05-08,114,PROD_022,Organic Carrots (1kg),Food,Produce,4,194,39,1,1,0,0,0,1.79,0.75,5.7,1,18,2,25
2026-05-11,115,PROD_022,Organic Carrots (1kg),Food,Produce,0,142,29,1,1,0,0,0,1.79,0.75,7.4,0,18,2,25
2026-05-12,116,PROD_022,Organic Carrots (1kg),Food,Produce,1,116,30,1,1,0,0,0,1.79,0.75,7.5,0,18,2,25
2026-05-13,117,PROD_022,Organic Carrots (1kg),Food,Produce,2,122,25,1,1,0,0,0,1.79,0.75,4.8,0,18,2,25
2026-05-14,118,PROD_022,Organic Carrots (1kg),Food,Produce,3,133,35,1,1,0,0,0,1.79,0.75,8.6,0,18,2,25
2026-05-15,119,PROD_022,Organic Carrots (1kg),Food,Produce,4,191,57,1,1,0,0,0,1.79,0.75,8.5,1,18,2,25
2026-05-18,120,PROD_022,Organic Carrots (1kg),Food,Produce,0,200,47,1,1,0,0,1,1.43,0.75,8.6,0,18,2,25
2026-05-19,121,PROD_022,Organic Carrots (1kg),Food,Produce,1,209,48,1,1,0,0,1,1.43,0.75,6.4,0,18,2,25
2026-05-20,122,PROD_022,Organic Carrots (1kg),Food,Produce,2,163,40,1,1,0,0,1,1.43,0.75,8.8,0,18,2,25
2026-05-21,123,PROD_022,Organic Carrots (1kg),Food,Produce,3,139,30,1,1,0,0,0,1.79,0.75,9.3,1,18,2,25
2026-05-22,124,PROD_022,Organic Carrots (1kg),Food,Produce,4,170,36,1,1,0,0,0,1.79,0.75,10.0,1,18,2,25
2026-05-25,125,PROD_022,Organic Carrots (1kg),Food,Produce,0,154,37,1,1,0,0,0,1.79,0.75,4.7,0,18,2,25
2026-05-26,126,PROD_022,Organic Carrots (1kg),Food,Produce,1,128,36,1,1,0,0,0,1.79,0.75,6.5,1,18,2,25
2026-05-27,127,PROD_022,Organic Carrots (1kg),Food,Produce,2,134,27,1,1,0,0,0,1.79,0.75,8.0,1,18,2,25
2026-05-28,128,PROD_022,Organic Carrots (1kg),Food,Produce,3,151,40,1,1,0,1,0,1.79,0.75,11.7,0,18,2,25
2026-05-29,129,PROD_022,Organic Carrots (1kg),Food,Produce,4,244,53,1,1,1,0,0,1.79,0.75,9.4,1,18,2,25
2026-06-01,130,PROD_022,Organic Carrots (1kg),Food,Produce,0,196,44,1,1,0,0,0,1.79,0.75,9.6,1,18,2,25
2026-06-02,131,PROD_022,Organic Carrots (1kg),Food,Produce,1,95,19,1,1,0,0,0,1.79,0.75,10.2,0,18,2,25
2026-06-03,132,PROD_022,Organic Carrots (1kg),Food,Produce,2,134,28,1,1,0,0,0,1.79,0.75,7.4,0,18,2,25
2026-06-04,133,PROD_022,Organic Carrots (1kg),Food,Produce,3,161,40,1,1,0,0,0,1.79,0.75,10.0,0,18,2,25
2026-06-05,134,PROD_022,Organic Carrots (1kg),Food,Produce,4,168,39,1,1,0,0,0,1.79,0.75,11.0,0,18,2,25
2026-06-08,135,PROD_022,Organic Carrots (1kg),Food,Produce,0,146,40,1,1,0,0,0,1.79,0.75,10.0,0,18,2,25
2026-06-09,136,PROD_022,Organic Carrots (1kg),Food,Produce,1,113,30,1,1,0,0,0,1.79,0.75,9.7,1,18,2,25
2026-06-10,137,PROD_022,Organic Carrots (1kg),Food,Produce,2,105,25,1,1,0,0,0,1.79,0.75,8.7,0,18,2,25
2026-06-11,138,PROD_022,Organic Carrots (1kg),Food,Produce,3,200,59,1,1,0,0,1,1.43,0.75,10.5,1,18,2,25
2026-06-12,139,PROD_022,Organic Carrots (1kg),Food,Produce,4,249,51,1,1,0,0,1,1.43,0.75,7.7,0,18,2,25
2026-06-15,140,PROD_022,Organic Carrots (1kg),Food,Produce,0,243,49,1,1,0,0,1,1.43,0.75,10.2,0,18,2,25
2026-06-16,141,PROD_022,Organic Carrots (1kg),Food,Produce,1,153,44,1,1,0,0,0,1.79,0.75,12.2,0,18,2,25
2026-06-17,142,PROD_022,Organic Carrots (1kg),Food,Produce,2,112,24,1,1,0,0,0,1.79,0.75,11.5,0,18,2,25
2026-06-18,143,PROD_022,Organic Carrots (1kg),Food,Produce,3,151,35,1,1,0,0,0,1.79,0.75,10.2,0,18,2,25
2026-06-19,144,PROD_022,Organic Carrots (1kg),Food,Produce,4,180,45,1,1,0,0,0,1.79,0.75,13.5,1,18,2,25
2026-06-22,145,PROD_022,Organic Carrots (1kg),Food,Produce,0,178,42,1,1,0,0,0,1.79,0.75,12.8,0,18,2,25
2026-06-23,146,PROD_022,Organic Carrots (1kg),Food,Produce,1,137,28,1,1,0,0,0,1.79,0.75,14.0,1,18,2,25
2026-06-24,147,PROD_022,Organic Carrots (1kg),Food,Produce,2,109,24,1,1,0,0,0,1.79,0.75,10.6,0,18,2,25
2026-06-25,148,PROD_022,Organic Carrots (1kg),Food,Produce,3,136,29,1,1,0,0,0,1.79,0.75,12.5,0,18,2,25
2026-06-26,149,PROD_022,Organic Carrots (1kg),Food,Produce,4,152,41,1,1,0,0,0,1.79,0.75,12.2,0,18,2,25
2026-06-29,150,PROD_022,Organic Carrots (1kg),Food,Produce,0,161,38,1,1,0,0,0,1.79,0.75,13.3,0,18,2,25
2026-06-30,151,PROD_022,Organic Carrots (1kg),Food,Produce,1,99,27,1,1,0,0,0,1.79,0.75,15.1,0,18,2,25
2026-07-01,152,PROD_022,Organic Carrots (1kg),Food,Produce,2,107,30,1,1,0,0,0,1.79,0.75,13.5,1,18,2,25
2026-07-02,153,PROD_022,Organic Carrots (1kg),Food,Produce,3,140,33,1,1,0,0,0,1.79,0.75,14.7,0,18,2,25
2026-07-03,154,PROD_022,Organic Carrots (1kg),Food,Produce,4,163,33,1,1,0,0,0,1.79,0.75,14.8,0,18,2,25
2026-07-06,155,PROD_022,Organic Carrots (1kg),Food,Produce,0,157,34,1,1,0,0,0,1.79,0.75,14.5,0,18,2,25
2026-07-07,156,PROD_022,Organic Carrots (1kg),Food,Produce,1,167,37,1,1,0,0,1,1.43,0.75,16.7,0,18,2,25
2026-07-08,157,PROD_022,Organic Carrots (1kg),Food,Produce,2,176,44,1,1,0,0,1,1.43,0.75,13.8,0,18,2,25
2026-07-09,158,PROD_022,Organic Carrots (1kg),Food,Produce,3,172,47,1,1,0,0,1,1.43,0.75,17.8,0,18,2,25
2026-07-10,159,PROD_022,Organic Carrots (1kg),Food,Produce,4,157,44,1,1,0,0,0,1.79,0.75,14.1,1,18,2,25
2025-12-01,0,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,0,79,22,1,1,0,0,0,3.49,1.9,14.6,0,10,2,12
2025-12-02,1,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,1,64,15,1,1,0,0,0,3.49,1.9,13.1,0,10,2,12
2025-12-03,2,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,2,81,22,1,1,0,0,0,3.49,1.9,15.0,0,10,2,12
2025-12-04,3,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,3,76,21,1,1,0,0,0,3.49,1.9,17.0,0,10,2,12
2025-12-05,4,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,4,88,19,1,1,0,0,0,3.49,1.9,19.8,1,10,2,12
2025-12-08,5,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,0,82,21,1,1,0,0,0,3.49,1.9,19.3,0,10,2,12
2025-12-09,6,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,1,63,14,1,1,0,0,0,3.49,1.9,13.8,0,10,2,12
2025-12-10,7,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,2,72,17,1,1,0,0,0,3.49,1.9,18.6,0,10,2,12
2025-12-11,8,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,3,74,14,1,1,0,0,0,3.49,1.9,18.7,0,10,2,12
2025-12-12,9,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,4,142,41,1,1,0,0,1,2.79,1.9,22.2,0,10,2,12
2025-12-15,10,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,0,125,27,1,1,0,0,1,2.79,1.9,18.1,0,10,2,12
2025-12-16,11,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,1,97,23,1,1,0,0,1,2.79,1.9,18.0,0,10,2,12
2025-12-17,12,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,2,92,27,1,1,0,0,1,2.79,1.9,19.5,0,10,2,12
2025-12-18,13,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,3,58,16,1,1,0,0,0,3.49,1.9,20.4,0,10,2,12
2025-12-19,14,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,4,89,21,1,1,0,0,0,3.49,1.9,24.1,1,10,2,12
2025-12-22,15,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,0,92,25,1,1,0,0,0,3.49,1.9,20.6,0,10,2,12
2025-12-23,16,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,1,59,13,1,1,0,1,0,3.49,1.9,21.9,0,10,2,12
2025-12-24,17,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,2,92,23,1,0,1,1,0,3.49,1.9,20.6,0,10,2,12
2025-12-25,18,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,3,131,31,0,1,1,0,0,3.49,1.9,23.7,0,10,2,12
2025-12-26,19,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,4,0,0,1,1,0,0,0,3.49,1.9,24.2,0,10,2,12
2025-12-29,20,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,0,108,27,1,1,0,0,0,3.49,1.9,24.8,0,10,2,12
2025-12-30,21,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,1,67,18,1,1,0,0,0,3.49,1.9,24.6,0,10,2,12
2025-12-31,22,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,2,60,12,1,1,0,0,0,3.49,1.9,21.4,0,10,2,12
2026-01-01,23,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,3,71,19,1,1,0,0,0,3.49,1.9,21.6,1,10,2,12
2026-01-02,24,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,4,68,19,1,1,0,0,0,3.49,1.9,23.6,0,10,2,12
2026-01-05,25,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,0,81,16,1,1,0,0,0,3.49,1.9,22.5,0,10,2,12
2026-01-06,26,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,1,70,20,1,1,0,0,0,3.49,1.9,19.7,1,10,2,12
2026-01-07,27,PROD_023,Fresh Mozzarella Ball (200g),Food,Dairy,2,103,29,1,1,0,0,1,2.79,1.9,24.4,0,10,2,12
